,Spouse_A_First_Name,Spouse_B_First_Name,Marriage_Year,counts
118768,Rene,Scott,1995,1
118769,Rene,Thomas,1988,1
118770,Rene,Thomas,1989,3
118771,Rene,Thomas,1991,2
118772,Rene,Thomas,2014,2
118773,Rene,Timothy,1974,1
118774,Rene,Timothy,1979,1
118775,Rene,Timothy,1985,1
118776,Rene,Timothy,1992,1
118777,Rene,Timothy,1996,1
118778,Rene,Timothy,2003,2
118779,Renee,Charles,1979,4
118780,Renee,Charles,1980,3
118781,Renee,Charles,1981,2
118782,Renee,Charles,1983,2
118783,Renee,Charles,1984,1
118784,Renee,Charles,1987,1
118785,Renee,Charles,1994,2
118786,Renee,Charles,1997,2
118787,Renee,Charles,1999,1
118788,Renee,Charles,2002,2
118789,Renee,Charles,2007,2
118790,Renee,Charles,2008,1
118791,Renee,Charles,2012,2
118792,Renee,Christopher,1969,1
118793,Renee,Christopher,1979,2
118794,Renee,Christopher,1981,2
118795,Renee,Christopher,1984,1
118796,Renee,Christopher,1989,1
118797,Renee,Christopher,1993,1
118798,Renee,Christopher,1995,2
118799,Renee,Christopher,1998,1
118800,Renee,Christopher,1999,1
118801,Renee,Christopher,2006,2
118802,Renee,Christopher,2008,8
118803,Renee,Christopher,2010,2
118804,Renee,Christopher,2011,2
118805,Renee,Christopher,2014,2
118806,Renee,Christopher,2015,1
118807,Renee,David,1969,1
118808,Renee,David,1970,1
118809,Renee,David,1976,1
118810,Renee,David,1978,1
118811,Renee,David,1979,1
118812,Renee,David,1980,4
118813,Renee,David,1983,2
118814,Renee,David,1985,1
118815,Renee,David,1986,1
118816,Renee,David,1987,2
118817,Renee,David,1988,1
118818,Renee,David,1989,2
118819,Renee,David,1990,2
118820,Renee,David,1991,3
118821,Renee,David,1992,6
118822,Renee,David,1993,4
118823,Renee,David,1994,1
118824,Renee,David,1995,1
118825,Renee,David,1996,4
118826,Renee,David,1997,4
118827,Renee,David,1998,4
118828,Renee,David,2000,4
118829,Renee,David,2001,6
118830,Renee,David,2003,2
118831,Renee,David,2006,2
118832,Renee,David,2007,2
118833,Renee,David,2008,2
118834,Renee,David,2009,2
118835,Renee,David,2010,2
118836,Renee,David,2011,2
118837,Renee,James,1969,1
118838,Renee,James,1974,1
118839,Renee,James,1979,2
118840,Renee,James,1980,2
118841,Renee,James,1981,4
118842,Renee,James,1983,4
118843,Renee,James,1985,3
118844,Renee,James,1986,1
118845,Renee,James,1987,2
118846,Renee,James,1989,9
118847,Renee,James,1992,2
118848,Renee,James,1994,1
118849,Renee,James,1995,1
118850,Renee,James,1998,6
118851,Renee,James,1999,1
118852,Renee,James,2000,4
118853,Renee,James,2001,4
118854,Renee,James,2002,2
118855,Renee,James,2003,2
118856,Renee,James,2014,2
118857,Renee,Jeffrey,1969,1
118858,Renee,Jeffrey,1976,1
118859,Renee,Jeffrey,1981,2
118860,Renee,Jeffrey,1984,2
118861,Renee,Jeffrey,1986,1
118862,Renee,Jeffrey,1987,1
118863,Renee,Jeffrey,1993,2
118864,Renee,Jeffrey,1999,5
118865,Renee,Jeffrey,2001,2
118866,Renee,Jeffrey,2004,2
118867,Renee,Jeffrey,2005,1
118868,Renee,Jeffrey,2006,2
118869,Renee,Jeffrey,2014,2
118870,Renee,John,1969,1
118871,Renee,John,1970,1
118872,Renee,John,1971,1
118873,Renee,John,1974,1
118874,Renee,John,1977,1
118875,Renee,John,1978,2
118876,Renee,John,1982,2
118877,Renee,John,1986,1
118878,Renee,John,1987,2
118879,Renee,John,1988,3
118880,Renee,John,1989,2
118881,Renee,John,1990,2
118882,Renee,John,1991,4
118883,Renee,John,1992,4
118884,Renee,John,1993,1
118885,Renee,John,1994,2
118886,Renee,John,1995,4
118887,Renee,John,1996,2
118888,Renee,John,1997,2
118889,Renee,John,1999,2
118890,Renee,John,2001,2
118891,Renee,John,2003,2
118892,Renee,John,2004,2
118893,Renee,John,2006,4
118894,Renee,John,2008,1
118895,Renee,John,2009,1
118896,Renee,John,2012,2
118897,Renee,John,2013,4
118898,Renee,Kevin,1981,2
118899,Renee,Kevin,1982,4
118900,Renee,Kevin,1983,2
118901,Renee,Kevin,1984,2
118902,Renee,Kevin,1986,2
118903,Renee,Kevin,1988,1
118904,Renee,Kevin,1990,2
118905,Renee,Kevin,1992,2
118906,Renee,Kevin,1995,6
118907,Renee,Kevin,1997,2
118908,Renee,Kevin,2000,2
118909,Renee,Kevin,2002,2
118910,Renee,Kevin,2008,1
118911,Renee,Kevin,2009,2
118912,Renee,Kevin,2010,4
118913,Renee,Kevin,2012,2
118914,Renee,Kevin,2013,1
118915,Renee,Mark,1971,1
118916,Renee,Mark,1973,1
118917,Renee,Mark,1981,2
118918,Renee,Mark,1983,4
118919,Renee,Mark,1986,1
118920,Renee,Mark,1989,8
118921,Renee,Mark,1990,2
118922,Renee,Mark,1991,4
118923,Renee,Mark,1993,2
118924,Renee,Mark,1994,2
118925,Renee,Mark,1995,1
118926,Renee,Mark,1996,2
118927,Renee,Mark,1999,2
118928,Renee,Mark,2005,2
118929,Renee,Mark,2006,1
118930,Renee,Mark,2010,2
118931,Renee,Mark,2013,4
118932,Renee,Michael,1968,1
118933,Renee,Michael,1969,2
118934,Renee,Michael,1970,1
118935,Renee,Michael,1975,1
118936,Renee,Michael,1976,1
118937,Renee,Michael,1977,2
118938,Renee,Michael,1980,4
118939,Renee,Michael,1981,2
118940,Renee,Michael,1982,4
118941,Renee,Michael,1983,4
118942,Renee,Michael,1985,1
118943,Renee,Michael,1986,2
118944,Renee,Michael,1987,1
118945,Renee,Michael,1989,6
118946,Renee,Michael,1990,9
118947,Renee,Michael,1991,4
118948,Renee,Michael,1992,5
118949,Renee,Michael,1993,2
118950,Renee,Michael,1994,5
118951,Renee,Michael,1995,5
118952,Renee,Michael,1996,2
118953,Renee,Michael,1997,1
118954,Renee,Michael,1998,6
118955,Renee,Michael,1999,2
118956,Renee,Michael,2001,4
118957,Renee,Michael,2002,3
118958,Renee,Michael,2003,4
118959,Renee,Michael,2007,2
118960,Renee,Michael,2008,4
118961,Renee,Michael,2010,4
118962,Renee,Michael,2012,4
118963,Renee,Michael,2013,1
118964,Renee,Michael,2014,3
118965,Renee,Michael,2015,2
118966,Renee,Richard,1973,1
118967,Renee,Richard,1974,3
118968,Renee,Richard,1975,2
118969,Renee,Richard,1980,4
118970,Renee,Richard,1981,2
118971,Renee,Richard,1982,2
118972,Renee,Richard,1983,2
118973,Renee,Richard,1985,1
118974,Renee,Richard,1987,1
118975,Renee,Richard,1988,2
118976,Renee,Richard,1990,4
118977,Renee,Richard,1991,2
118978,Renee,Richard,1992,3
118979,Renee,Richard,1994,2
118980,Renee,Richard,1995,2
118981,Renee,Richard,1997,2
118982,Renee,Richard,2002,2
118983,Renee,Richard,2003,2
118984,Renee,Richard,2005,2
118985,Renee,Richard,2006,2
118986,Renee,Richard,2013,2
118987,Renee,Robert,1972,1
118988,Renee,Robert,1973,1
118989,Renee,Robert,1975,1
118990,Renee,Robert,1976,2
118991,Renee,Robert,1980,2
118992,Renee,Robert,1981,4
118993,Renee,Robert,1983,2
118994,Renee,Robert,1984,2
118995,Renee,Robert,1985,2
118996,Renee,Robert,1986,2
118997,Renee,Robert,1987,2
118998,Renee,Robert,1988,2
118999,Renee,Robert,1989,2
119000,Renee,Robert,1990,4
119001,Renee,Robert,1992,2
119002,Renee,Robert,1994,4
119003,Renee,Robert,1996,2
119004,Renee,Robert,1998,4
119005,Renee,Robert,2000,2
119006,Renee,Robert,2002,2
119007,Renee,Robert,2008,2
119008,Renee,Robert,2012,2
119009,Renee,Scott,1977,1
119010,Renee,Scott,1979,1
119011,Renee,Scott,1980,2
119012,Renee,Scott,1983,1
119013,Renee,Scott,1986,1
119014,Renee,Scott,1989,3
119015,Renee,Scott,1991,4
119016,Renee,Scott,1992,2
119017,Renee,Scott,1993,2
119018,Renee,Scott,1994,4
119019,Renee,Scott,1995,2
119020,Renee,Scott,1996,4
119021,Renee,Scott,1997,2
119022,Renee,Scott,1998,2
119023,Renee,Scott,2000,4
119024,Renee,Scott,2002,1
119025,Renee,Scott,2003,1
119026,Renee,Scott,2007,2
119027,Renee,Thomas,1970,1
119028,Renee,Thomas,1972,1
119029,Renee,Thomas,1974,1
119030,Renee,Thomas,1976,1
119031,Renee,Thomas,1978,1
119032,Renee,Thomas,1981,2
119033,Renee,Thomas,1985,3
119034,Renee,Thomas,1987,1
119035,Renee,Thomas,1989,6
119036,Renee,Thomas,1990,2
119037,Renee,Thomas,1992,2
119038,Renee,Thomas,1994,2
119039,Renee,Thomas,1995,1
119040,Renee,Thomas,1996,2
119041,Renee,Thomas,1997,1
119042,Renee,Thomas,1998,1
119043,Renee,Thomas,2000,2
119044,Renee,Thomas,2002,2
119045,Renee,Timothy,1971,1
119046,Renee,Timothy,1973,1
119047,Renee,Timothy,1974,1
119048,Renee,Timothy,1978,1
119049,Renee,Timothy,1980,2
119050,Renee,Timothy,1984,2
119051,Renee,Timothy,1986,1
119052,Renee,Timothy,1988,1
119053,Renee,Timothy,1989,1
119054,Renee,Timothy,1992,1
119055,Renee,Timothy,1993,1
119056,Renee,Timothy,1996,1
119057,Renee,Timothy,1998,2
119058,Renee,Timothy,1999,3
119059,Renee,Timothy,2001,2
119060,Renee,Timothy,2002,1
119061,Renee,Timothy,2007,2
119062,Renee,Timothy,2008,2
119063,Renee,William,1972,1
119064,Renee,William,1975,1
119065,Renee,William,1976,4
119066,Renee,William,1979,3
119067,Renee,William,1980,2
119068,Renee,William,1981,2
119069,Renee,William,1982,2
119070,Renee,William,1984,1
119071,Renee,William,1985,1
119072,Renee,William,1986,2
119073,Renee,William,1991,2
119074,Renee,William,1993,1
119075,Renee,William,1994,3
119076,Renee,William,1997,1
119077,Renee,William,1998,2
119078,Renee,William,1999,3
119079,Renee,William,2000,2
119080,Renee,William,2002,4
119081,Renee,William,2007,2
119082,Renee,William,2010,2
119083,Returned,Returned,1981,10
119084,Rex,Anne,1992,2
119085,Rex,Anne,1998,2
119086,Rex,Anne,2001,2
119087,Rex,Christina,1989,2
119088,Rex,Christina,1996,2
119089,Rex,Christina,1997,2
119090,Rex,Christine,1971,1
119091,Rex,Christine,1982,2
119092,Rex,Christine,1983,2
119093,Rex,Christine,1985,1
119094,Rex,Deborah,1975,2
119095,Rex,Deborah,1979,2
119096,Rex,Deborah,1987,1
119097,Rex,Deborah,2000,2
119098,Rex,Deborah,2009,1
119099,Rex,Dorothy,1974,1
119100,Rex,Dorothy,1980,2
119101,Rex,Dorothy,1981,2
119102,Rex,Dorothy,1986,1
119103,Rex,Dorothy,1991,2
119104,Rex,Jennifer,1980,2
119105,Rex,Jennifer,1997,2
119106,Rex,Jennifer,1998,1
119107,Rex,Jennifer,1999,2
119108,Rex,Jennifer,2000,2
119109,Rex,Jennifer,2002,2
119110,Rex,Karen,1968,1
119111,Rex,Karen,1970,1
119112,Rex,Karen,1972,1
119113,Rex,Karen,1974,1
119114,Rex,Karen,1983,2
119115,Rex,Karen,1989,3
119116,Rex,Linda,1968,1
119117,Rex,Linda,1971,1
119118,Rex,Linda,1974,1
119119,Rex,Linda,1982,2
119120,Rex,Linda,1989,3
119121,Rex,Linda,1994,1
119122,Rex,Mary,1971,1
119123,Rex,Mary,1978,1
119124,Rex,Mary,1980,2
119125,Rex,Mary,2004,2
119126,Rex,Nancy,1968,1
119127,Rex,Nancy,1969,1
119128,Rex,Nancy,1979,1
119129,Rex,Nancy,1996,4
119130,Rex,Nancy,2000,2
119131,Rex,Patricia,1975,2
119132,Rex,Patricia,1981,3
119133,Rex,Patricia,1984,1
119134,Rex,Susan,1974,1
119135,Rex,Susan,1977,1
119136,Rex,Susan,1980,2
119137,Rex,Susan,1984,1
119138,Rex,Susan,1996,2
119139,Rex,Suzanne,1968,1
119140,Rex,Suzanne,1971,1
119141,Rex,Suzanne,1978,1
119142,Rex,Suzanne,1988,1
119143,Rex,Suzanne,1992,2
119144,Rex,Suzanne,1995,2
119145,Reyna,Jose,2009,4
119146,Reyna,Jose,2014,3
119147,Reyna,Juan,2001,2
119148,Reyna,Juan,2007,2
119149,Reyna,Juan,2011,1
119150,Reyna,Juan,2012,1
119151,Reyna,Robert,1996,2
119152,Reyna,Robert,1997,2
119153,Reyna,Robert,2014,3
119154,Reynaldo,Maria,1975,1
119155,Reynaldo,Maria,1984,2
119156,Reynaldo,Maria,1995,2
119157,Reynaldo,Maria,1996,2
119158,Reynaldo,Maria,2014,2
119159,Rhea,Michael,1989,3
119160,Rhea,Michael,1993,2
119161,Rhea,Michael,2003,2
119162,Rhiannon,Michael,2001,4
119163,Rhiannon,Michael,2002,2
119164,Rhoda,Steven,1981,2
119165,Rhoda,Steven,1994,2
119166,Rhoda,Steven,2001,2
119167,Rhoda,William,1974,1
119168,Rhoda,William,1981,2
119169,Rhoda,William,1991,2
119170,Rhoda,William,1992,2
119171,Rhonda,Christopher,1976,1
119172,Rhonda,Christopher,1984,1
119173,Rhonda,Christopher,1989,2
119174,Rhonda,Christopher,1991,4
119175,Rhonda,Christopher,1995,2
119176,Rhonda,Christopher,1997,2
119177,Rhonda,Christopher,2000,2
119178,Rhonda,Christopher,2004,1
119179,Rhonda,Christopher,2005,3
119180,Rhonda,Christopher,2014,2
119181,Rhonda,Daniel,1977,1
119182,Rhonda,Daniel,1980,3
119183,Rhonda,Daniel,1984,1
119184,Rhonda,Daniel,1987,3
119185,Rhonda,Daniel,1988,1
119186,Rhonda,Daniel,1989,3
119187,Rhonda,Daniel,1998,2
119188,Rhonda,David,1973,1
119189,Rhonda,David,1974,1
119190,Rhonda,David,1976,2
119191,Rhonda,David,1978,1
119192,Rhonda,David,1979,2
119193,Rhonda,David,1980,2
119194,Rhonda,David,1981,4
119195,Rhonda,David,1982,1
119196,Rhonda,David,1983,4
119197,Rhonda,David,1984,3
119198,Rhonda,David,1985,1
119199,Rhonda,David,1986,1
119200,Rhonda,David,1988,1
119201,Rhonda,David,1989,6
119202,Rhonda,David,1990,4
119203,Rhonda,David,1991,4
119204,Rhonda,David,1992,4
119205,Rhonda,David,1994,4
119206,Rhonda,David,1996,2
119207,Rhonda,David,1999,1
119208,Rhonda,David,2001,2
119209,Rhonda,David,2003,1
119210,Rhonda,David,2004,2
119211,Rhonda,David,2005,2
119212,Rhonda,David,2006,2
119213,Rhonda,David,2011,2
119214,Rhonda,David,2015,1
119215,Rhonda,Gary,1968,1
119216,Rhonda,Gary,1970,1
119217,Rhonda,Gary,1971,1
119218,Rhonda,Gary,1973,1
119219,Rhonda,Gary,1974,1
119220,Rhonda,Gary,1982,4
119221,Rhonda,Gary,1983,2
119222,Rhonda,Gary,1984,2
119223,Rhonda,Gary,1989,3
119224,Rhonda,Gary,2001,2
119225,Rhonda,Gary,2006,2
119226,Rhonda,Gregory,1971,1
119227,Rhonda,Gregory,1981,1
119228,Rhonda,Gregory,1982,5
119229,Rhonda,Gregory,1983,2
119230,Rhonda,Gregory,1984,1
119231,Rhonda,Gregory,1985,1
119232,Rhonda,Gregory,1986,1
119233,Rhonda,Gregory,1987,1
119234,Rhonda,Gregory,1990,4
119235,Rhonda,Gregory,1991,2
119236,Rhonda,Gregory,1994,2
119237,Rhonda,Gregory,1996,2
119238,Rhonda,Gregory,2000,4
119239,Rhonda,Gregory,2014,1
119240,Rhonda,Gregory,2015,1
119241,Rhonda,James,1971,1
119242,Rhonda,James,1972,1
119243,Rhonda,James,1976,1
119244,Rhonda,James,1980,2
119245,Rhonda,James,1981,2
119246,Rhonda,James,1986,1
119247,Rhonda,James,1988,1
119248,Rhonda,James,1991,2
119249,Rhonda,James,1992,2
119250,Rhonda,James,1994,2
119251,Rhonda,James,1995,2
119252,Rhonda,James,1996,4
119253,Rhonda,James,1997,2
119254,Rhonda,James,1998,2
119255,Rhonda,James,2009,2
119256,Rhonda,James,2013,2
119257,Rhonda,John,1968,1
119258,Rhonda,John,1970,1
119259,Rhonda,John,1973,1
119260,Rhonda,John,1974,2
119261,Rhonda,John,1975,2
119262,Rhonda,John,1977,1
119263,Rhonda,John,1981,3
119264,Rhonda,John,1983,2
119265,Rhonda,John,1984,4
119266,Rhonda,John,1985,1
119267,Rhonda,John,1986,2
119268,Rhonda,John,1987,1
119269,Rhonda,John,1988,2
119270,Rhonda,John,1989,3
119271,Rhonda,John,1990,6
119272,Rhonda,John,1991,4
119273,Rhonda,John,1992,5
119274,Rhonda,John,1993,1
119275,Rhonda,John,1996,1
119276,Rhonda,John,1997,2
119277,Rhonda,John,2003,4
119278,Rhonda,John,2012,2
119279,Rhonda,Mark,1969,1
119280,Rhonda,Mark,1972,1
119281,Rhonda,Mark,1976,1
119282,Rhonda,Mark,1980,2
119283,Rhonda,Mark,1981,2
119284,Rhonda,Mark,1983,2
119285,Rhonda,Mark,1985,1
119286,Rhonda,Mark,1987,2
119287,Rhonda,Mark,1988,1
119288,Rhonda,Mark,1989,3
119289,Rhonda,Mark,1990,4
119290,Rhonda,Mark,1992,2
119291,Rhonda,Mark,1993,2
119292,Rhonda,Mark,1994,4
119293,Rhonda,Mark,1995,1
119294,Rhonda,Mark,1996,2
119295,Rhonda,Mark,1998,2
119296,Rhonda,Mark,1999,4
119297,Rhonda,Mark,2000,2
119298,Rhonda,Mark,2001,2
119299,Rhonda,Mark,2003,2
119300,Rhonda,Michael,1968,1
119301,Rhonda,Michael,1971,2
119302,Rhonda,Michael,1974,1
119303,Rhonda,Michael,1976,1
119304,Rhonda,Michael,1977,2
119305,Rhonda,Michael,1979,4
119306,Rhonda,Michael,1981,2
119307,Rhonda,Michael,1983,4
119308,Rhonda,Michael,1984,1
119309,Rhonda,Michael,1985,2
119310,Rhonda,Michael,1986,2
119311,Rhonda,Michael,1988,1
119312,Rhonda,Michael,1990,2
119313,Rhonda,Michael,1991,2
119314,Rhonda,Michael,1993,2
119315,Rhonda,Michael,1994,2
119316,Rhonda,Michael,1995,2
119317,Rhonda,Michael,1996,1
119318,Rhonda,Michael,1997,1
119319,Rhonda,Michael,2002,2
119320,Rhonda,Michael,2005,2
119321,Rhonda,Michael,2006,3
119322,Rhonda,Michael,2007,1
119323,Rhonda,Michael,2010,2
119324,Rhonda,Richard,1973,1
119325,Rhonda,Richard,1977,1
119326,Rhonda,Richard,1981,2
119327,Rhonda,Richard,1982,2
119328,Rhonda,Richard,1983,4
119329,Rhonda,Richard,1984,2
119330,Rhonda,Richard,1985,1
119331,Rhonda,Richard,1986,1
119332,Rhonda,Richard,1987,2
119333,Rhonda,Richard,1988,2
119334,Rhonda,Richard,1989,5
119335,Rhonda,Richard,1990,4
119336,Rhonda,Richard,1991,6
119337,Rhonda,Richard,1992,4
119338,Rhonda,Richard,1994,2
119339,Rhonda,Richard,2000,2
119340,Rhonda,Richard,2001,2
119341,Rhonda,Richard,2003,3
119342,Rhonda,Richard,2009,2
119343,Rhonda,Robert,1969,3
119344,Rhonda,Robert,1971,1
119345,Rhonda,Robert,1973,1
119346,Rhonda,Robert,1974,1
119347,Rhonda,Robert,1975,1
119348,Rhonda,Robert,1976,1
119349,Rhonda,Robert,1977,1
119350,Rhonda,Robert,1978,1
119351,Rhonda,Robert,1979,5
119352,Rhonda,Robert,1981,6
119353,Rhonda,Robert,1982,6
119354,Rhonda,Robert,1984,1
119355,Rhonda,Robert,1985,1
119356,Rhonda,Robert,1986,3
119357,Rhonda,Robert,1987,1
119358,Rhonda,Robert,1989,6
119359,Rhonda,Robert,1990,4
119360,Rhonda,Robert,1991,2
119361,Rhonda,Robert,1992,6
119362,Rhonda,Robert,1995,2
119363,Rhonda,Robert,1997,2
119364,Rhonda,Robert,2000,2
119365,Rhonda,Robert,2002,2
119366,Rhonda,Robert,2004,4
119367,Rhonda,Robert,2012,2
119368,Rhonda,Robert,2015,1
119369,Rhonda,Ronald,1968,1
119370,Rhonda,Ronald,1969,1
119371,Rhonda,Ronald,1980,2
119372,Rhonda,Ronald,1981,2
119373,Rhonda,Ronald,1982,4
119374,Rhonda,Ronald,1987,1
119375,Rhonda,Ronald,1988,1
119376,Rhonda,Ronald,1989,3
119377,Rhonda,Steven,1972,1
119378,Rhonda,Steven,1973,1
119379,Rhonda,Steven,1975,3
119380,Rhonda,Steven,1982,2
119381,Rhonda,Steven,1986,2
119382,Rhonda,Steven,1987,1
119383,Rhonda,Steven,1988,1
119384,Rhonda,Steven,1991,2
119385,Rhonda,Steven,1992,1
119386,Rhonda,Steven,1995,3
119387,Rhonda,Steven,1996,4
119388,Rhonda,Steven,1997,2
119389,Rhonda,Steven,1999,2
119390,Rhonda,Steven,2003,2
119391,Rhonda,Steven,2008,2
119392,Rhonda,Steven,2010,2
119393,Rhonda,Thomas,1970,1
119394,Rhonda,Thomas,1972,1
119395,Rhonda,Thomas,1979,2
119396,Rhonda,Thomas,1980,2
119397,Rhonda,Thomas,1982,2
119398,Rhonda,Thomas,1984,1
119399,Rhonda,Thomas,1985,1
119400,Rhonda,Thomas,1989,8
119401,Rhonda,Thomas,1992,4
119402,Rhonda,Thomas,1995,4
119403,Rhonda,Thomas,2007,2
119404,Rhonda,William,1972,1
119405,Rhonda,William,1975,2
119406,Rhonda,William,1977,1
119407,Rhonda,William,1979,2
119408,Rhonda,William,1980,2
119409,Rhonda,William,1981,6
119410,Rhonda,William,1982,2
119411,Rhonda,William,1983,2
119412,Rhonda,William,1987,2
119413,Rhonda,William,1988,1
119414,Rhonda,William,1990,2
119415,Rhonda,William,1991,2
119416,Rhonda,William,1992,1
119417,Rhonda,William,1993,2
119418,Rhonda,William,1995,2
119419,Rhonda,William,2000,2
119420,Rhonda,William,2003,2
119421,Rhonda,William,2014,2
119422,Ricardo,Alba,1989,2
119423,Ricardo,Alba,2010,3
119424,Ricardo,Alba,2011,2
119425,Ricardo,Alicia,1999,2
119426,Ricardo,Alicia,2006,2
119427,Ricardo,Alicia,2014,1
119428,Ricardo,Alicia,2015,1
119429,Ricardo,Alma,1997,2
119430,Ricardo,Alma,2005,2
119431,Ricardo,Alma,2014,2
119432,Ricardo,Angela,1972,1
119433,Ricardo,Angela,1989,2
119434,Ricardo,Angela,2002,2
119435,Ricardo,Angela,2011,4
119436,Ricardo,Angela,2012,2
119437,Ricardo,Elizabeth,1969,1
119438,Ricardo,Elizabeth,1980,2
119439,Ricardo,Elizabeth,2010,2
119440,Ricardo,Elizabeth,2011,2
119441,Ricardo,Jennifer,1991,2
119442,Ricardo,Jennifer,2000,2
119443,Ricardo,Jennifer,2001,2
119444,Ricardo,Jennifer,2013,2
119445,Ricardo,Jennifer,2014,2
119446,Ricardo,Jessica,2002,3
119447,Ricardo,Jessica,2005,1
119448,Ricardo,Jessica,2006,3
119449,Ricardo,Jessica,2010,4
119450,Ricardo,Karen,1983,2
119451,Ricardo,Karen,1988,1
119452,Ricardo,Karen,2002,1
119453,Ricardo,Karen,2013,2
119454,Ricardo,Maria,1981,2
119455,Ricardo,Maria,1993,1
119456,Ricardo,Maria,1995,1
119457,Ricardo,Maria,1996,2
119458,Ricardo,Maria,2002,1
119459,Ricardo,Maria,2004,2
119460,Ricardo,Maria,2005,3
119461,Ricardo,Maria,2007,4
119462,Ricardo,Maria,2011,2
119463,Ricardo,Maria,2013,2
119464,Ricardo,Maria,2014,2
119465,Ricardo,Mary,1999,2
119466,Ricardo,Mary,2003,2
119467,Ricardo,Mary,2010,2
119468,Ricardo,Michelle,1992,2
119469,Ricardo,Michelle,2004,4
119470,Ricardo,Michelle,2011,2
119471,Ricardo,Ruth,1979,2
119472,Ricardo,Ruth,1983,2
119473,Ricardo,Ruth,1992,2
119474,Ricardo,Ruth,2005,2
119475,Ricardo,Ruth,2014,2
119476,Ricardo,Sharon,1993,1
119477,Ricardo,Sharon,1994,1
119478,Ricardo,Sharon,2002,1
119479,Ricardo,Sharon,2003,2
119480,Ricardo,Sharon,2013,2
119481,Ricardo,Stephanie,2003,2
119482,Ricardo,Stephanie,2005,2
119483,Ricardo,Stephanie,2007,1
119484,Ricardo,Stephanie,2008,1
119485,Ricardo,Victoria,1990,2
119486,Ricardo,Victoria,2003,2
119487,Ricardo,Victoria,2005,2
119488,Ricardo,Victoria,2009,2
119489,Richard,Barbara,1968,11
119490,Richard,Barbara,1969,8
119491,Richard,Barbara,1970,7
119492,Richard,Barbara,1971,7
119493,Richard,Barbara,1972,3
119494,Richard,Barbara,1973,13
119495,Richard,Barbara,1974,9
119496,Richard,Barbara,1975,8
119497,Richard,Barbara,1976,6
119498,Richard,Barbara,1977,5
119499,Richard,Barbara,1978,10
119500,Richard,Barbara,1979,2
119501,Richard,Barbara,1980,20
119502,Richard,Barbara,1981,10
119503,Richard,Barbara,1982,8
119504,Richard,Barbara,1983,16
119505,Richard,Barbara,1984,15
119506,Richard,Barbara,1985,3
119507,Richard,Barbara,1986,3
119508,Richard,Barbara,1987,6
119509,Richard,Barbara,1988,5
119510,Richard,Barbara,1989,15
119511,Richard,Barbara,1990,7
119512,Richard,Barbara,1991,1
119513,Richard,Barbara,1992,8
119514,Richard,Barbara,1993,1
119515,Richard,Barbara,1994,6
119516,Richard,Barbara,1995,5
119517,Richard,Barbara,1996,3
119518,Richard,Barbara,1997,9
119519,Richard,Barbara,1998,5
119520,Richard,Barbara,1999,2
119521,Richard,Barbara,2000,2
119522,Richard,Barbara,2001,2
119523,Richard,Barbara,2002,4
119524,Richard,Barbara,2003,4
119525,Richard,Barbara,2004,2
119526,Richard,Barbara,2005,2
119527,Richard,Barbara,2007,4
119528,Richard,Barbara,2008,2
119529,Richard,Barbara,2013,2
119530,Richard,Barbara,2014,2
119531,Richard,Carol,1968,6
119532,Richard,Carol,1969,7
119533,Richard,Carol,1970,10
119534,Richard,Carol,1971,7
119535,Richard,Carol,1972,7
119536,Richard,Carol,1973,5
119537,Richard,Carol,1974,4
119538,Richard,Carol,1975,2
119539,Richard,Carol,1976,10
119540,Richard,Carol,1977,6
119541,Richard,Carol,1978,4
119542,Richard,Carol,1979,6
119543,Richard,Carol,1980,8
119544,Richard,Carol,1981,10
119545,Richard,Carol,1982,2
119546,Richard,Carol,1983,7
119547,Richard,Carol,1984,9
119548,Richard,Carol,1985,10
119549,Richard,Carol,1986,4
119550,Richard,Carol,1987,5
119551,Richard,Carol,1988,1
119552,Richard,Carol,1989,6
119553,Richard,Carol,1990,19
119554,Richard,Carol,1991,3
119555,Richard,Carol,1992,5
119556,Richard,Carol,1993,3
119557,Richard,Carol,1994,3
119558,Richard,Carol,1995,7
119559,Richard,Carol,1996,2
119560,Richard,Carol,1997,4
119561,Richard,Carol,1999,2
119562,Richard,Carol,2000,2
119563,Richard,Carol,2001,2
119564,Richard,Carol,2002,2
119565,Richard,Carol,2003,4
119566,Richard,Carol,2005,2
119567,Richard,Carol,2006,6
119568,Richard,Carol,2008,2
119569,Richard,Carol,2009,2
119570,Richard,Carol,2010,2
119571,Richard,Carol,2011,2
119572,Richard,Carol,2012,2
119573,Richard,Carol,2014,4
119574,Richard,Deborah,1968,1
119575,Richard,Deborah,1969,3
119576,Richard,Deborah,1971,4
119577,Richard,Deborah,1972,5
119578,Richard,Deborah,1973,2
119579,Richard,Deborah,1974,1
119580,Richard,Deborah,1975,5
119581,Richard,Deborah,1976,7
119582,Richard,Deborah,1977,5
119583,Richard,Deborah,1978,3
119584,Richard,Deborah,1979,3
119585,Richard,Deborah,1980,8
119586,Richard,Deborah,1981,4
119587,Richard,Deborah,1982,7
119588,Richard,Deborah,1983,13
119589,Richard,Deborah,1984,7
119590,Richard,Deborah,1985,1
119591,Richard,Deborah,1986,5
119592,Richard,Deborah,1987,7
119593,Richard,Deborah,1988,4
119594,Richard,Deborah,1989,17
119595,Richard,Deborah,1990,6
119596,Richard,Deborah,1991,4
119597,Richard,Deborah,1992,8
119598,Richard,Deborah,1993,4
119599,Richard,Deborah,1994,4
