Spouse_A_First_Name,Spouse_B_First_Name,counts
Priscilla,David,17
Priscilla,Michael,16
Priscilla,Steven,14
Priscilla,William,10
Priscilla,Robert,9
Priscilla,Douglas,8
Priscilla,James,8
Priscilla,Thomas,8
Priscilla,Gary,7
Priscilla,Richard,7
Priscilla,George,6
Priscilla,Eric,6
Quang,Linh,9
Quang,My,8
Quang,Nga,7
Quang,Thuy,7
Quang,Tuyet,7
Quang,Yen,6
Quang,Van,6
Quinn,Jeffrey,8
Quinn,Matthew,6
Quoc,Thuy,6
Quoc,Anh,6
Quyen,Hai,6
Rachael,Michael,31
Rachael,Joshua,16
Rachael,John,16
Rachael,James,14
Rachael,Nicholas,12
Rachael,Christopher,12
Rachael,Gregory,11
Rachael,Daniel,11
Rachael,Gary,10
Rachael,Jason,9
Rachael,Andrew,8
Rachael,Stephen,8
Rachael,Matthew,8
Rachael,Timothy,7
Rachael,Richard,7
Racheal,Robert,6
Rachel,Michael,136
Rachel,David,102
Rachel,Christopher,81
Rachel,John,77
Rachel,Robert,67
Rachel,Matthew,61
Rachel,Jason,60
Rachel,Brian,57
Rachel,Daniel,55
Rachel,Mark,54
Rachel,James,47
Rachel,Andrew,44
Rachel,Joshua,43
Rachel,Paul,39
Rachel,Steven,39
Rachelle,Michael,18
Rachelle,John,16
Rachelle,James,15
Rachelle,David,12
Rachelle,Jason,11
Rachelle,Timothy,9
Rachelle,Scott,9
Rachelle,Kevin,8
Rachelle,Douglas,8
Rachelle,Paul,7
Rachelle,Jeffrey,7
Rachelle,Craig,7
Rachelle,William,6
Rachelle,Christopher,6
Rachelle,Marc,6
Rae,James,13
Rae,Robert,8
Rae,Thomas,7
Rae,Richard,6
Rafael,Maria,19
Rafael,Ana,16
Rafael,Martha,9
Rafael,Andrea,9
Rafael,Jessica,7
Rafael,Katherine,7
Rafael,Elizabeth,7
Rafael,Leticia,6
Rafael,Barbara,6
Ralph,Linda,51
Ralph,Susan,50
Ralph,Mary,49
Ralph,Barbara,44
Ralph,Patricia,25
Ralph,Carol,23
Ralph,Nancy,21
Ralph,Debra,21
Ralph,Karen,19
Ralph,Lisa,19
Ralph,Deborah,19
Ralph,Margaret,17
Ralph,Sharon,16
Ralph,Sandra,16
Ralph,Judith,16
Ramandeep,Gurpreet,6
Ramiro,Maria,10
Ramon,Maria,32
Ramon,Nicole,10
Ramon,Ana,9
Ramon,Laura,8
Ramon,Deborah,6
Ramona,Michael,29
Ramona,Robert,15
Ramona,John,13
Ramona,Scott,11
Ramona,Kenneth,11
Ramona,Richard,11
Ramona,David,9
Ramona,Christopher,9
Ramona,William,8
Ramona,James,8
Ramona,Joseph,7
Ramona,Douglas,7
Ramona,Paul,6
Ramona,Phillip,6
Ramona,Jose,6
Rand,Susan,6
Randal,Lisa,15
Randal,Susan,13
Randal,Karen,9
Randal,Cynthia,8
Randal,Deborah,7
Randal,Jennifer,6
Randal,Denise,6
Randall,Linda,48
Randall,Susan,44
Randall,Jennifer,40
Randall,Lisa,37
Randall,Karen,36
Randall,Mary,34
Randall,Kimberly,30
Randall,Deborah,28
Randall,Patricia,27
Randall,Debra,26
Randall,Elizabeth,26
Randall,Cynthia,24
Randall,Sharon,23
Randall,Teresa,23
Randall,Sandra,22
Randi,Michael,18
Randi,John,14
Randi,Robert,11
Randi,James,11
Randi,Christopher,9
Randi,Richard,8
Randi,Timothy,8
Randi,Donald,7
Randi,Kenneth,6
Randi,Matthew,6
Randi,Daniel,6
Randi,Jason,6
Randolph,Linda,13
Randolph,Christine,10
Randolph,Mary,10
Randolph,Judith,9
Randolph,Donna,9
Randolph,Patricia,8
Randolph,Jennifer,8
Randolph,Lisa,7
Randolph,Pamela,6
Randolph,Susan,6
Randolph,Melody,6
Randolph,Cynthia,6
Randy,Linda,41
Randy,Mary,39
Randy,Karen,35
Randy,Cynthia,30
Randy,Deborah,29
Randy,Barbara,28
Randy,Susan,27
Randy,Lisa,26
Randy,Sandra,26
Randy,Jennifer,25
Randy,Christine,23
Randy,Julie,22
Randy,Kimberly,22
Randy,Diane,21
Randy,Pamela,20
Raquel,Jose,9
Raquel,David,6
Raquel,Thomas,6
Raul,Maria,20
Raul,Kathryn,9
Raul,Cheryl,8
Raul,Veronica,7
Raul,Ma,7
Raul,Nancy,7
Raul,Gloria,7
Raul,Irma,6
Raul,Robin,6
Ray,Mary,28
Ray,Sandra,15
Ray,Linda,13
Ray,Barbara,10
Ray,Susan,10
Ray,Nancy,9
Ray,Karen,9
Ray,Diane,8
Ray,Dorothy,8
Ray,Julie,8
Ray,Betty,8
Ray,Peggy,8
Ray,Laura,8
Ray,Patricia,8
Ray,Helen,7
Raymond,Mary,91
Raymond,Linda,74
Raymond,Susan,56
Raymond,Patricia,55
Raymond,Nancy,42
Raymond,Karen,42
Raymond,Barbara,40
Raymond,Jennifer,39
Raymond,Kathleen,32
Raymond,Elizabeth,29
Raymond,Judith,28
Raymond,Debra,27
Raymond,Sandra,27
Raymond,Sharon,27
Raymond,Carol,25
Raymundo,Karla,6
Rebecca,Michael,257
Rebecca,Robert,197
Rebecca,David,193
Rebecca,John,186
Rebecca,James,185
Rebecca,William,127
Rebecca,Richard,120
Rebecca,Daniel,115
Rebecca,Thomas,101
Rebecca,Christopher,101
Rebecca,Mark,93
Rebecca,Jason,85
Rebecca,Scott,84
Rebecca,Matthew,82
Rebecca,Paul,82
Rebekah,David,24
Rebekah,Brian,21
Rebekah,Michael,16
Rebekah,Matthew,12
Rebekah,Robert,11
Rebekah,Daniel,11
Rebekah,James,10
Rebekah,John,10
Rebekah,Anthony,10
Rebekah,Richard,9
Rebekah,Christopher,8
Rebekah,Jonathan,8
Rebekah,Jason,8
Rebekah,Timothy,8
Rebekah,Paul,7
Record,Record,22
Reed,Kathleen,6
Regan,Jason,7
Regan,David,6
Regina,John,24
Regina,Robert,24
Regina,Michael,20
Regina,David,18
Regina,James,18
Regina,William,16
Regina,Steven,13
Regina,Kenneth,12
Regina,Joseph,12
Regina,Mark,12
Regina,Peter,11
Regina,Anthony,10
Regina,Paul,10
Regina,Richard,10
Regina,Christopher,9
Reginald,Linda,8
Reginald,Elizabeth,8
Reginald,Mary,8
Reginald,Patricia,6
Reginald,Alberta,6
Reginald,Lisa,6
Rena,David,10
Rena,Mark,10
Rena,Robert,10
Rena,William,9
Rena,Michael,8
Rena,James,7
Rena,Daniel,6
Rena,Stephen,6
Rena,Douglas,6
Renae,Michael,9
Renae,David,8
Renae,William,8
Renae,Andrew,6
Rene,Robert,15
Rene,David,15
Rene,John,13
Rene,Mark,9
Rene,Thomas,8
Rene,Michael,8
Rene,James,7
Rene,Timothy,7
Rene,Michelle,6
Rene,Scott,6
Rene,Ryan,6
Rene,Richard,6
Renee,Michael,104
Renee,David,71
Renee,John,58
Renee,James,54
Renee,Robert,49
Renee,Richard,45
Renee,William,41
Renee,Mark,41
Renee,Scott,39
Renee,Kevin,39
Renee,Thomas,32
Renee,Christopher,29
Renee,Timothy,26
Renee,Charles,25
Renee,Jeffrey,24
Returned,Returned,10
Rex,Jennifer,11
Rex,Karen,9
Rex,Nancy,9
Rex,Linda,9
Rex,Deborah,8
Rex,Dorothy,8
Rex,Suzanne,8
Rex,Susan,7
Rex,Christine,6
Rex,Christina,6
Rex,Anne,6
Rex,Patricia,6
Rex,Mary,6
Reyna,Robert,7
Reyna,Jose,7
Reyna,Juan,6
Reynaldo,Maria,9
Rhea,Michael,7
Rhiannon,Michael,6
Rhoda,William,7
Rhoda,Steven,6
Rhonda,Robert,66
Rhonda,David,61
Rhonda,John,51
Rhonda,Richard,48
Rhonda,Michael,45
Rhonda,Mark,43
Rhonda,William,36
Rhonda,Steven,31
Rhonda,James,29
Rhonda,Gregory,29
Rhonda,Thomas,28
Rhonda,Gary,20
Rhonda,Christopher,20
Rhonda,Ronald,15
Rhonda,Daniel,14
Ricardo,Maria,22
Ricardo,Jessica,11
Ricardo,Angela,11
Ricardo,Jennifer,10
Ricardo,Ruth,10
Ricardo,Michelle,8
Ricardo,Victoria,8
Ricardo,Alba,7
Ricardo,Elizabeth,7
Ricardo,Sharon,7
Ricardo,Karen,6
Ricardo,Alma,6
Ricardo,Alicia,6
Ricardo,Mary,6
Ricardo,Stephanie,6
Richard,Mary,414
Richard,Susan,405
Richard,Linda,383
Richard,Patricia,355
Richard,Karen,285
Richard,Nancy,269
Richard,Kathleen,264
Richard,Barbara,263
Richard,Carol,216
Richard,Lisa,205
Richard,Sandra,184
Richard,Deborah,173
Richard,Pamela,173
Richard,Jennifer,172
Richard,Julie,165
Richelle,Michael,8
Rick,Karen,22
Rick,Debra,19
Rick,Linda,19
Rick,Susan,19
Rick,Mary,16
Rick,Patricia,14
Rick,Nancy,14
Rick,Denise,14
Rick,Lisa,12
Rick,Laura,12
Rick,Jennifer,11
Rick,Cheryl,11
Rick,Elizabeth,11
Rick,Barbara,11
Rick,Bonnie,11
Ricky,Elizabeth,13
Ricky,Mary,11
Ricky,Pamela,11
Ricky,Linda,11
Ricky,Sandra,10
Ricky,Kimberly,10
Ricky,Teresa,10
Ricky,Susan,9
Ricky,Kristen,9
Ricky,Brenda,9
Ricky,Karen,8
Ricky,Debra,8
Ricky,Deborah,8
Ricky,Barbara,8
Ricky,Leslie,8
Rigoberto,Maria,11
Rita,John,60
Rita,Robert,45
Rita,James,43
Rita,William,39
Rita,Richard,39
Rita,Michael,28
Rita,Thomas,27
Rita,Ronald,24
Rita,David,23
Rita,Gary,19
Rita,Daniel,19
Rita,Paul,18
Rita,Joseph,17
Rita,Mark,15
Rita,Steven,14
Rob,Jennifer,6
Robbie,Robert,7
Robbin,Michael,13
Robbin,Richard,8
Robert,Mary,646
Robert,Susan,617
Robert,Linda,566
Robert,Patricia,550
Robert,Karen,426
Robert,Barbara,419
Robert,Nancy,365
Robert,Jennifer,346
Robert,Kathleen,329
Robert,Lisa,326
Robert,Carol,324
Robert,Cynthia,309
Robert,Elizabeth,306
Robert,Sandra,293
Robert,Pamela,276
Roberta,David,64
Roberta,James,58
Roberta,Michael,50
Roberta,Robert,49
Roberta,John,48
Roberta,Richard,46
Roberta,William,35
Roberta,Charles,31
Roberta,Thomas,27
Roberta,Steven,24
Roberta,Mark,23
Roberta,Donald,23
Roberta,Gary,23
Roberta,Daniel,20
Roberta,Brian,18
Roberto,Maria,51
Roberto,Ana,12
Roberto,Veronica,9
Roberto,Jennifer,8
Roberto,Amy,8
Roberto,Susan,7
Roberto,Deborah,6
Roberto,Crystal,6
Roberto,Anna,6
Roberto,Kimberly,6
Roberto,Laura,6
Robin,David,127
Robin,Michael,125
Robin,James,109
Robin,John,101
Robin,Robert,89
Robin,Richard,72
Robin,Thomas,67
Robin,Mark,55
Robin,William,54
Robin,Kenneth,51
Robin,Joseph,48
Robin,Scott,44
Robin,Steven,43
Robin,Brian,42
Robin,Timothy,41
Robyn,James,25
Robyn,David,21
Robyn,Michael,20
Robyn,John,18
Robyn,Robert,17
Robyn,Mark,15
Robyn,Steven,13
Robyn,William,12
Robyn,Scott,12
Robyn,Jeffrey,12
Robyn,Bruce,10
Robyn,Timothy,9
Robyn,Thomas,9
Robyn,Gregory,9
Robyn,Sean,8
Rocco,Julie,7
Rochelle,Michael,19
Rochelle,David,14
Rochelle,Robert,13
Rochelle,Matthew,13
Rochelle,John,12
Rochelle,Charles,11
Rochelle,Jeffrey,10
Rochelle,James,10
Rochelle,Richard,10
Rochelle,William,10
Rochelle,Thomas,8
Rochelle,Christopher,7
Rochelle,Benjamin,6
Rochelle,Scott,6
Rocio,Juan,7
Rocio,Jose,7
Rocio,William,6
Rocky,Cynthia,6
Rocky,Sharon,6
Rod,Susan,6
Roderick,Mary,8
Roderick,Elizabeth,8
Roderick,April,7
Roderick,Nancy,6
Roderick,Linda,6
Roderick,Kathleen,6
Rodger,Karen,6
Rodger,Sharon,6
Rodney,Susan,46
Rodney,Mary,40
Rodney,Barbara,39
Rodney,Linda,35
Rodney,Kathleen,32
Rodney,Jennifer,29
Rodney,Patricia,27
Rodney,Lisa,27
Rodney,Cynthia,27
Rodney,Sandra,25
Rodney,Julie,23
Rodney,Michelle,20
Rodney,Teresa,20
Rodney,Kimberly,19
Rodney,Deborah,19
Rodolfo,Patricia,8
Rodolfo,Ana,6
Rodrigo,Maria,11
Rogelio,Maria,12
Roger,Mary,86
Roger,Linda,82
Roger,Susan,81
Roger,Karen,51
Roger,Patricia,49
Roger,Barbara,47
Roger,Cynthia,45
Roger,Kathleen,39
Roger,Michelle,34
Roger,Sharon,33
Roger,Sandra,33
Roger,Janice,30
Roger,Jennifer,30
Roger,Lisa,29
Roger,Elizabeth,29
Roland,Lisa,10
Roland,Elizabeth,9
Roland,Mary,9
Roland,Margaret,7
Roland,Linda,7
Roland,Patricia,6
Roland,Laura,6
Rolando,Maria,7
Roman,Olga,12
Roman,Lyudmila,8
Roman,Alla,8
Roman,Anna,7
Roman,Irina,7
Roman,Amanda,6
Roman,Tatyana,6
Roman,Marina,6
Romeo,Maria,11
Ron,Sandra,10
Ron,Julie,7
Ron,Jennifer,7
Ron,Linda,7
Ron,Susan,6
Ron,Lynn,6
Ron,Lisa,6
Ron,Patricia,6
Ron,Jacqueline,6
Ronald,Linda,193
Ronald,Susan,189
Ronald,Patricia,164
Ronald,Mary,161
Ronald,Karen,151
Ronald,Barbara,129
Ronald,Kathleen,121
Ronald,Deborah,108
Ronald,Nancy,106
Ronald,Lisa,102
Ronald,Jennifer,100
Ronald,Sharon,98
Ronald,Carol,96
Ronald,Diane,91
Ronald,Sandra,90
Ronda,Michael,23
Ronda,John,20
Ronda,James,16
Ronda,Daniel,12
Ronda,Gary,12
Ronda,Brian,11
Ronda,David,11
Ronda,Nicholas,10
Ronda,Mark,8
Ronda,Donald,7
Ronda,Kenneth,7
Ronda,Richard,6
Ronda,Scott,6
Ronda,Shawn,6
Ronda,Steven,6
Ronnie,Lisa,10
Ronnie,Kathleen,10
Ronnie,Mary,8
Ronnie,Sharon,7
Ronnie,Susan,7
Ronnie,Brenda,6
Ronnie,Kathy,6
Ronnie,Kimberly,6
Ronnie,Janice,6
Ronnie,Teresa,6
Rory,Teresa,8
Rosa,Jose,48
Rosa,Juan,17
Rosa,Robert,13
Rosa,Mario,11
Rosa,James,11
Rosa,Francisco,10
Rosa,Richard,9
Rosa,John,9
Rosa,Alejandro,8
Rosa,Hector,8
Rosa,Carlos,8
Rosa,Miguel,8
Rosa,Oscar,7
Rosa,David,7
Rosa,Javier,7
Rosalba,Carlos,8
Rosalba,Jose,7
Rosalie,James,13
Rosalie,John,12
Rosalie,Robert,11
Rosalie,Steven,10
Rosalie,Christopher,7
Rosalie,David,7
Rosalie,Ronald,6
Rosalie,Kenneth,6
Rosalie,Thomas,6
Rosalind,John,10
Rosalind,David,8
Rosalind,Donald,6
Rosanna,James,9
Rosanne,James,13
Rosario,Luis,7
Rosario,Jose,6
Rose,Michael,50
Rose,John,39
Rose,Robert,37
Rose,James,30
Rose,Donald,24
Rose,David,23
Rose,Steven,21
Rose,William,20
Rose,Thomas,17
Rose,Charles,16
Rose,Mark,15
Rose,Scott,14
Rose,Kenneth,13
Rose,Daniel,12
Rose,Dennis,11
Roseanne,James,6
Rosemarie,William,12
Rosemarie,Robert,12
Rosemarie,David,10
Rosemarie,Gerald,8
Rosemarie,Richard,8
Rosemarie,Thomas,7
Rosemarie,Frederick,6
Rosemarie,Michael,6
Rosemarie,John,6
Rosemary,James,36
Rosemary,Robert,33
Rosemary,William,31
Rosemary,David,28
Rosemary,John,28
Rosemary,Richard,21
Rosemary,Paul,19
Rosemary,Michael,18
Rosemary,Ronald,17
Rosemary,Mark,13
Rosemary,Thomas,13
Rosemary,George,12
Rosemary,Edward,10
Rosemary,Daniel,9
Rosemary,Brian,9
Ross,Susan,22
Ross,Mary,17
Ross,Michelle,12
Ross,Patricia,12
Ross,Lisa,11
Ross,Nancy,11
Ross,Jennifer,11
Ross,Janet,10
Ross,Holly,10
Ross,Sharon,9
Ross,Karen,9
Ross,Carla,8
Ross,Diane,8
Ross,Carol,8
Ross,Marilyn,8
Rowena,Michael,15
Rowena,John,9
Rowena,Scott,6
Roxana,James,6
Roxane,Daniel,6
Roxane,Richard,6
Roxann,Robert,7
Roxann,Michael,7
Roxann,Stephen,6
Roxanne,Robert,41
Roxanne,Michael,34
Roxanne,John,30
Roxanne,David,23
Roxanne,Charles,16
Roxanne,Brian,15
Roxanne,Gary,14
Roxanne,William,14
Roxanne,Timothy,14
Roxanne,Mark,13
Roxanne,Kevin,13
Roxanne,Patrick,12
Roxanne,James,11
Roxanne,Douglas,10
Roxanne,Joseph,10
Roy,Mary,38
Roy,Linda,33
Roy,Susan,29
Roy,Patricia,28
Roy,Karen,27
Roy,Barbara,25
Roy,Debra,23
Roy,Kathleen,23
Roy,Margaret,22
Roy,Sandra,21
Roy,Elizabeth,18
Roy,Dorothy,18
Roy,Sharon,17
Roy,Carol,16
Roy,Julie,15
Ruben,Jennifer,10
Ruben,Maria,8
Ruben,Lisa,6
Ruby,Robert,20
Ruby,Donald,11
Ruby,Charles,10
Ruby,William,10
Ruby,John,10
Ruby,James,9
Ruby,Gary,9
Ruby,Frank,8
Ruby,Joseph,7
Ruby,Thomas,7
Ruby,George,7
Ruby,Walter,6
Ruby,Jack,6
Ruby,Gregory,6
Ruby,Peter,6
Rudolph,Mary,7
Rudolph,Linda,7
Rudolph,Lisa,7
Rudolph,Barbara,6
Rudy,Jennifer,6
Ruslan,Oksana,6
Ruslan,Svetlana,6
Russell,Mary,48
Russell,Patricia,47
Russell,Karen,42
Russell,Susan,41
Russell,Nancy,40
Russell,Linda,39
Russell,Sandra,32
Russell,Kathleen,28
Russell,Jennifer,26
Russell,Donna,24
Russell,Laura,24
Russell,Carol,23
Russell,Pamela,23
Russell,Lisa,23
Russell,Christine,23
Ruth,James,111
Ruth,Robert,87
Ruth,John,81
Ruth,David,75
Ruth,William,73
Ruth,Richard,58
Ruth,Michael,53
Ruth,Thomas,38
Ruth,Donald,35
Ruth,Mark,31
Ruth,Charles,30
Ruth,Steven,30
Ruth,Paul,27
Ruth,Ronald,25
Ruth,Christopher,24
Ryan,Jennifer,155
Ryan,Jessica,80
Ryan,Sarah,75
Ryan,Amanda,66
Ryan,Amy,64
Ryan,Lisa,62
Ryan,Stephanie,58
Ryan,Elizabeth,53
Ryan,Michelle,53
Ryan,Kimberly,53
Ryan,Nicole,51
Ryan,Melissa,51
Ryan,Rebecca,49
Ryan,Ashley,48
Ryan,Erin,47
Sabine,Thomas,8
Sabine,Michael,7
Sabrina,John,18
Sabrina,Michael,15
Sabrina,James,15
Sabrina,Christopher,14
Sabrina,David,14
Sabrina,Kevin,12
Sabrina,Jason,11
Sabrina,Robert,11
Sabrina,Daniel,9
Sabrina,Joseph,9
Sabrina,Jeffrey,8
Sabrina,Richard,8
Sabrina,Ryan,8
Sabrina,Stephen,7
Sabrina,Ronald,7
Sahara,Diana,6
Sallie,John,11
Sallie,James,9
Sally,John,96
Sally,Michael,75
Sally,Robert,71
Sally,David,70
Sally,Richard,61
Sally,Thomas,60
Sally,James,54
Sally,William,42
Sally,Charles,34
Sally,Ronald,33
Sally,Paul,33
Sally,Gary,32
Sally,Mark,32
Sally,Stephen,32
Sally,Douglas,27
Salvador,Maria,15
Salvador,Mary,8
Salvador,Kelly,7
Salvador,Angelica,6
Sam,Susan,8
Sam,Christine,7
Samantha,Robert,37
Samantha,Michael,28
Samantha,David,27
Samantha,Matthew,23
Samantha,Thomas,21
Samantha,Jason,21
Samantha,Andrew,18
Samantha,Brian,18
Samantha,William,18
Samantha,Eric,17
Samantha,John,17
Samantha,Christopher,17
Samantha,Steven,16
Samantha,Ryan,16
Samantha,Nicholas,14
Samuel,Susan,40
Samuel,Mary,38
Samuel,Elizabeth,30
Samuel,Jennifer,30
Samuel,Lisa,25
Samuel,Linda,24
Samuel,Patricia,23
Samuel,Laura,21
Samuel,Julie,20
Samuel,Nancy,20
Samuel,Karen,19
Samuel,Rebecca,19
Samuel,Maria,19
Samuel,Amy,18
Samuel,Sandra,17
Sandra,Michael,322
Sandra,James,306
Sandra,Robert,293
Sandra,John,287
Sandra,David,230
Sandra,William,197
Sandra,Richard,184
Sandra,Mark,140
Sandra,Thomas,126
Sandra,Charles,117
Sandra,Steven,117
Sandra,Donald,114
Sandra,Daniel,106
Sandra,Gary,101
Sandra,Paul,100
Sandy,John,18
Sandy,David,15
Sandy,Robert,9
Sandy,Michael,9
Sandy,Gary,7
Sandy,Thomas,7
Sandy,Joshua,6
Sang,Thanh,6
Sang,Su,6
Sang,Myung,6
Santos,Maria,8
Sara,John,104
Sara,David,80
Sara,Michael,79
Sara,James,65
Sara,Robert,59
Sara,Mark,56
Sara,Christopher,56
Sara,Matthew,55
Sara,William,52
Sara,Andrew,52
Sara,Jeffrey,49
Sara,Thomas,43
Sara,Daniel,41
Sara,Kevin,38
Sara,Steven,35
Sarah,Michael,275
Sarah,David,222
Sarah,John,166
Sarah,Christopher,165
Sarah,James,156
Sarah,Robert,136
Sarah,Daniel,116
Sarah,Matthew,106
Sarah,Brian,92
Sarah,William,91
Sarah,Mark,90
Sarah,Jason,89
Sarah,Steven,89
Sarah,Timothy,87
Sarah,Kevin,85
Sasha,David,9
Satnam,Narinder,6
Sau,Vincent,6
Saul,Maria,16
Saul,Alejandra,6
Saul,Kimberly,6
Saundra,Robert,7
Saundra,David,7
Saundra,Michael,6
Scot,Jennifer,12
Scot,Lisa,8
Scott,Jennifer,210
Scott,Lisa,158
Scott,Susan,154
Scott,Mary,149
Scott,Michelle,118
Scott,Julie,113
Scott,Kimberly,110
Scott,Karen,110
Scott,Elizabeth,104
Scott,Laura,93
Scott,Deborah,91
Scott,Amy,90
Scott,Kathleen,87
Scott,Linda,86
Scott,Rebecca,84
Sean,Jennifer,123
Sean,Heather,45
Sean,Jessica,38
Sean,Julie,38
Sean,Lisa,37
Sean,Nicole,36
Sean,Elizabeth,36
Sean,Kimberly,36
Sean,Michelle,34
Sean,Erin,31
Sean,Stephanie,31
Sean,Melissa,28
Sean,Megan,28
Sean,Mary,27
Sean,Rebecca,26
Selena,Michael,8
Selena,Matthew,6
Selena,Eric,6
Selene,David,6
Serena,Michael,12
Serena,David,9
Serena,Paul,7
Serena,John,6
Serena,Mark,6
Sergey,Irina,15
Sergey,Tatyana,13
Sergey,Olga,13
Sergey,Anna,12
Sergey,Liliya,11
Sergey,Nataliya,10
Sergey,Galina,9
Sergey,Lyubov,9
Sergey,Svetlana,8
Sergey,Oksana,8
Sergey,Yelena,8
Sergey,Alla,8
Sergey,Natalya,7
Sergey,Zara,6
Sergey,Yekaterina,6
Sergio,Maria,25
Sergio,Angelica,7
Sergio,Ana,7
Sergio,Jacqueline,7
Sergio,Melissa,6
Sergio,Noemi,6
Sergio,Andrea,6
Seth,Mary,15
Seth,Sarah,12
Seth,Kelly,12
Seth,Erin,10
Seth,Jennifer,10
Seth,Christine,10
Seth,Anna,9
Seth,Michelle,9
Seth,Stephanie,9
Seth,Rachel,8
Seth,Laura,8
Seth,Megan,8
Seth,Cynthia,8
Seth,Amy,8
Seth,Karen,8
Seung,Mi,12
Shan,David,6
Shana,Michael,21
Shana,David,10
Shana,William,9
Shana,Joseph,8
Shana,Eric,8
Shana,Ryan,6
Shana,Richard,6
Shane,Jennifer,39
Shane,Amanda,22
Shane,Michelle,17
Shane,Kimberly,15
Shane,Amy,14
Shane,Dawn,14
Shane,Emily,14
Shane,Jessica,13
Shane,Stephanie,13
Shane,Shannon,13
Shane,Angela,13
Shane,Karen,12
Shane,Sara,12
Shane,Sarah,12
Shane,Lori,11
Shanna,Michael,16
Shanna,John,11
Shanna,Robert,7
Shanna,Scott,7
Shanna,Kevin,6
Shannon,Michael,130
Shannon,David,109
Shannon,John,99
Shannon,Robert,97
Shannon,Christopher,76
Shannon,James,76
Shannon,Brian,69
Shannon,Jeffrey,67
Shannon,William,61
Shannon,Daniel,61
Shannon,Steven,52
Shannon,Mark,51
Shannon,Joseph,50
Shannon,Thomas,50
Shannon,Kevin,48
Shari,Steven,28
Shari,David,21
Shari,Michael,21
Shari,Mark,20
Shari,Ronald,17
Shari,John,15
Shari,Richard,13
Shari,Thomas,12
Shari,William,12
Shari,Kenneth,12
Shari,James,11
Shari,Douglas,9
Shari,Matthew,9
Shari,Robert,9
Shari,Donald,8
Sharla,John,6
Sharleen,Michael,10
Sharleen,David,7
Sharlene,Michael,6
Sharlene,Robert,6
Sharon,David,266
Sharon,James,260
Sharon,Robert,254
Sharon,Michael,230
Sharon,John,228
Sharon,Richard,160
Sharon,William,142
Sharon,Thomas,135
Sharon,Charles,110
Sharon,Ronald,98
Sharon,Donald,95
Sharon,Stephen,92
Sharon,Steven,91
Sharon,Gary,89
Sharon,Daniel,84
Sharron,Robert,13
Sharron,William,7
Sharron,John,7
Sharron,Charles,6
Sharron,Kevin,6
Sharron,Michael,6
Shaun,Jennifer,17
Shaun,Sarah,12
Shaun,Shannon,11
Shaun,Heather,11
Shaun,Stephanie,8
Shaun,Kimberly,7
Shaun,Jill,7
Shaun,Julie,7
Shaun,Sara,6
Shaun,Amy,6
Shaun,Elizabeth,6
Shauna,Michael,15
Shauna,John,14
Shauna,Jason,12
Shauna,David,12
Shauna,Thomas,11
Shauna,James,11
Shauna,Ryan,8
Shauna,Paul,7
Shauna,Richard,7
Shauna,Matthew,6
Shauna,Christopher,6
Shauna,Craig,6
Shauna,Donald,6
Shawn,Jennifer,49
Shawn,Sarah,36
Shawn,Julie,30
Shawn,Heather,30
Shawn,Elizabeth,28
Shawn,Michelle,28
Shawn,Kimberly,25
Shawn,David,24
Shawn,Melissa,24
Shawn,Robert,24
Shawn,Rebecca,24
Shawn,Michael,23
Shawn,Laura,22
Shawn,Amy,21
Shawn,Mary,20
Shawna,Michael,30
Shawna,John,24
Shawna,James,22
Shawna,Daniel,18
Shawna,Scott,17
Shawna,David,16
Shawna,Brian,14
Shawna,Jeffrey,13
Shawna,Joseph,12
Shawna,Kevin,11
Shawna,Mark,11
Shawna,Robert,11
Shawna,Richard,11
Shawna,William,10
Shawna,Jason,10
Shayna,Aaron,6
Sheila,James,85
Sheila,Robert,76
Sheila,John,73
Sheila,David,72
Sheila,Michael,61
Sheila,Richard,43
Sheila,Mark,42
Sheila,Steven,39
Sheila,Ronald,38
Sheila,Charles,37
Sheila,Daniel,36
Sheila,William,33
Sheila,Thomas,29
Sheila,Kenneth,27
Sheila,Jeffrey,25
Shelby,Matthew,13
Shelby,Joshua,12
Shelby,Eric,11
Shelby,James,9
Shelby,Aaron,9
Shelby,Benjamin,8
Shelby,Jason,8
Shelby,Richard,6
Shelby,Ryan,6
Sheldon,Maria,6
Shelley,Michael,72
Shelley,David,56
Shelley,Robert,47
Shelley,James,42
Shelley,John,35
Shelley,Mark,31
Shelley,Richard,31
Shelley,William,31
Shelley,Steven,28
Shelley,Gary,27
Shelley,Daniel,25
Shelley,Thomas,23
Shelley,Eric,22
Shelley,Paul,18
Shelley,Jeffrey,16
Shelli,Michael,12
Shelli,Mark,8
Shelli,Anthony,8
Shelli,John,7
Shelli,Jeffrey,7
Shelli,David,7
Shellie,Scott,9
Shellie,David,8
Shellie,Daniel,6
Shelly,Michael,56
Shelly,Robert,43
Shelly,David,38
Shelly,Mark,33
Shelly,John,25
Shelly,Steven,25
Shelly,William,23
Shelly,James,21
Shelly,Timothy,20
Shelly,Thomas,18
Shelly,Scott,17
Shelly,Daniel,16
Shelly,Christopher,16
Shelly,Joseph,16
Shelly,Richard,15
Sheree,David,8
Sheree,John,7
Sheri,David,60
Sheri,John,41
Sheri,Michael,41
Sheri,Robert,39
Sheri,James,35
Sheri,Mark,29
Sheri,Steven,25
Sheri,Gary,22
Sheri,Richard,17
